,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,Name,Transported,Spendings
4466,4748_01,Mars,0,D/149/S,TRAPPIST-1e,53.0,0,Capies Chene,0,765.0
4467,4750_01,Europa,0,A/57/S,TRAPPIST-1e,28.0,0,Sheratz Asolipery,0,2174.0
4468,4750_02,Europa,0,A/57/S,TRAPPIST-1e,31.0,0,Hekab Asolipery,0,3765.0
4469,4752_01,Mars,0,F/964/P,PSO J318.5-22,56.0,0,Terek Knike,0,1760.0
4470,4753_01,Mars,0,F/895/S,TRAPPIST-1e,36.0,0,Rafox Mele,0,
4471,4754_01,Earth,0,E/307/S,55 Cancri e,30.0,0,Lorian Milton,0,791.0
4472,4755_01,Mars,1,F/965/P,TRAPPIST-1e,32.0,0,,1,0.0
4473,4756_01,Europa,1,C/188/S,55 Cancri e,44.0,,Maasyma Gealloyalt,1,0.0
4474,4756_02,Europa,1,C/188/S,55 Cancri e,54.0,0,Beidus Gealloyalt,1,
4475,4757_01,Earth,0,F/896/S,TRAPPIST-1e,24.0,0,Tanley Mirandry,0,2524.0
4476,4758_01,Earth,0,F/966/P,TRAPPIST-1e,44.0,0,Luzel Woody,0,871.0
4477,4759_01,Earth,0,F/897/S,TRAPPIST-1e,25.0,0,Heila Davens,0,719.0
4478,4762_01,Mars,1,F/968/P,TRAPPIST-1e,35.0,0,Wealke Opie,1,0.0
4479,4763_01,Mars,0,F/969/P,TRAPPIST-1e,29.0,0,Spikes Dutty,1,1191.0
4480,4764_01,Earth,0,E/308/S,TRAPPIST-1e,22.0,0,Faithy Bookerson,1,846.0
4481,4769_01,Earth,1,G/776/S,TRAPPIST-1e,22.0,0,Dawne Moodman,1,0.0
4482,4770_01,Earth,0,F/900/S,55 Cancri e,22.0,0,Elany Stantiagord,1,593.0
4483,4770_02,Earth,1,F/900/S,PSO J318.5-22,18.0,0,Joyn Stantiagord,1,0.0
4484,4772_01,Earth,0,F/971/P,55 Cancri e,22.0,0,Coley Shephendry,0,629.0
4485,4773_01,Earth,0,G/777/S,,52.0,0,Therta Sancasey,1,1714.0
4486,4774_01,Mars,1,F/972/P,TRAPPIST-1e,0.0,0,Siese Perty,1,0.0
4487,4774_02,Mars,1,F/972/P,TRAPPIST-1e,1.0,0,Gers Creke,1,0.0
4488,4774_03,Mars,0,F/972/P,TRAPPIST-1e,34.0,0,Wins Perty,0,2132.0
4489,4774_04,Mars,1,F/972/P,TRAPPIST-1e,6.0,0,Gicks Perty,1,0.0
4490,4775_01,Earth,0,G/778/S,TRAPPIST-1e,22.0,0,Willy Fultz,1,784.0
4491,4777_01,Earth,1,G/779/S,TRAPPIST-1e,31.0,0,Chary Munozaley,1,0.0
4492,4778_01,Europa,0,A/58/S,TRAPPIST-1e,31.0,0,Furus Skenginne,0,2083.0
4493,4780_01,Mars,0,E/309/S,TRAPPIST-1e,20.0,0,Hont Teake,0,1014.0
4494,4780_02,Mars,1,E/309/S,TRAPPIST-1e,25.0,0,Ranutz Teake,1,0.0
4495,4782_01,Europa,1,,55 Cancri e,23.0,0,Sabiton Maxled,1,0.0
4496,4782_02,Europa,0,C/189/S,TRAPPIST-1e,53.0,0,Errak Maxled,0,18934.0
4497,4782_03,Europa,0,C/189/S,55 Cancri e,32.0,0,Algenif Maxled,0,4338.0
4498,4782_04,Europa,1,C/189/S,55 Cancri e,27.0,0,Hadirk Slable,1,
4499,4782_05,Europa,0,C/189/S,55 Cancri e,48.0,0,Alrairk Maxled,0,12158.0
4500,4783_01,Europa,0,A/43/P,TRAPPIST-1e,37.0,0,Hamelik Wheededly,1,12902.0
4501,4784_01,Mars,1,F/903/S,TRAPPIST-1e,21.0,0,Bon Pert,1,0.0
4502,4785_01,Europa,1,B/159/P,55 Cancri e,29.0,0,,1,0.0
4503,4786_01,Europa,1,B/160/P,TRAPPIST-1e,46.0,1,Enibah Dratembid,1,0.0
4504,4787_01,Earth,0,G/780/S,TRAPPIST-1e,19.0,0,Milyla Lancock,0,
4505,4788_01,Earth,0,F/904/S,TRAPPIST-1e,22.0,0,Bobara Swanardy,0,778.0
4506,4790_01,Europa,0,B/189/S,,54.0,1,Alarkab Mirinanty,0,4519.0
4507,4791_01,Earth,0,G/781/S,TRAPPIST-1e,43.0,0,Louisy Morrodgers,1,1706.0
4508,4792_01,Earth,1,G/782/S,TRAPPIST-1e,18.0,0,Stace Drakeekss,1,0.0
4509,4793_01,Europa,0,E/310/S,55 Cancri e,36.0,0,Enifark Brailidy,0,4888.0
4510,4793_02,Europa,0,E/310/S,TRAPPIST-1e,20.0,0,Chargin Brailidy,1,5075.0
4511,4794_01,Earth,0,F/974/P,TRAPPIST-1e,63.0,0,Dia Hortis,0,703.0
4512,4795_01,Earth,0,F/905/S,TRAPPIST-1e,50.0,0,Ton Simstravery,1,902.0
4513,4796_01,Mars,0,,TRAPPIST-1e,13.0,0,Fis Cre,1,1586.0
4514,4796_02,Mars,1,E/311/S,,43.0,0,Stmeal Cre,1,0.0
4515,4797_01,Earth,1,G/783/S,PSO J318.5-22,16.0,0,Aude Hendrewsons,1,0.0
4516,4798_01,Mars,1,F/975/P,TRAPPIST-1e,31.0,0,Lus Terry,1,0.0
4517,4798_02,Mars,1,F/975/P,TRAPPIST-1e,0.0,0,Muld Terry,1,
4518,4798_03,Mars,1,F/975/P,TRAPPIST-1e,10.0,0,Komos Terry,1,
4519,4801_01,Earth,1,G/773/P,TRAPPIST-1e,10.0,0,Vana Brooke,0,
4520,4803_01,Earth,0,F/977/P,TRAPPIST-1e,55.0,0,Evaned Foxter,0,1046.0
4521,4804_01,Earth,0,F/906/S,TRAPPIST-1e,18.0,0,Dorene Thorney,1,1362.0
4522,4804_02,Earth,0,G/785/S,TRAPPIST-1e,7.0,0,Hanne Thorney,1,
4523,4804_03,Earth,1,G/785/S,TRAPPIST-1e,1.0,0,Veroy Peckers,1,
4524,4807_01,Earth,0,G/776/P,TRAPPIST-1e,44.0,0,Elinda Miley,0,887.0
4525,4808_01,Mars,0,E/299/P,TRAPPIST-1e,27.0,0,Chreet Flart,0,
4526,4810_01,Earth,0,,PSO J318.5-22,20.0,0,Lulard Blacks,0,806.0
4527,4813_01,Europa,0,C/190/S,55 Cancri e,49.0,0,Ruchbia Exhaftearm,1,7862.0
4528,4814_01,Earth,1,G/788/S,55 Cancri e,22.0,0,Walla Lunapperts,1,0.0
4529,4815_01,Earth,0,F/907/S,55 Cancri e,21.0,0,Amandy Hultz,1,603.0
4530,4817_01,Mars,0,F/979/P,TRAPPIST-1e,26.0,0,Honda Emone,0,1157.0
4531,4818_01,Mars,0,D/150/S,TRAPPIST-1e,65.0,0,Jele Reake,1,1056.0
4532,4819_01,Mars,1,F/980/P,TRAPPIST-1e,20.0,0,Poot Cooki,1,0.0
4533,4822_01,Mars,1,F/981/P,55 Cancri e,0.0,0,Aps Hotte,1,0.0
4534,4822_02,Mars,1,F/981/P,TRAPPIST-1e,16.0,0,Tive Hotte,1,0.0
4535,4822_03,,1,F/981/P,TRAPPIST-1e,22.0,0,Miten Hotte,1,0.0
4536,4822_04,Mars,0,F/981/P,TRAPPIST-1e,0.0,0,,1,0.0
4537,4823_01,Earth,0,G/777/P,TRAPPIST-1e,21.0,0,Adrie Thonyderson,0,
4538,4827_01,Earth,1,G/789/S,PSO J318.5-22,30.0,,Wandy Deckerson,1,0.0
4539,4828_01,Earth,0,G/778/P,55 Cancri e,14.0,0,,1,919.0
4540,4829_01,Mars,0,F/982/P,TRAPPIST-1e,45.0,0,Ale Shpie,0,
4541,4830_01,Earth,0,F/983/P,TRAPPIST-1e,22.0,0,Ginald Kirks,0,804.0
4542,4831_01,Mars,1,F/984/P,TRAPPIST-1e,21.0,0,Weros Pelie,1,0.0
4543,4832_01,Earth,0,E/301/P,,37.0,0,Erman Estron,0,983.0
4544,4836_01,Mars,1,,TRAPPIST-1e,29.0,0,Galowl Sidne,1,
4545,4836_02,Mars,0,F/911/S,TRAPPIST-1e,29.0,1,Quid Sidne,1,
4546,4837_01,Earth,0,F/912/S,TRAPPIST-1e,21.0,,Jorgie Jarvey,1,820.0
4547,4838_01,Earth,0,F/913/S,TRAPPIST-1e,52.0,0,Andine Mcphernard,0,717.0
4548,4840_01,,1,F/915/S,TRAPPIST-1e,36.0,0,,1,
4549,4841_01,Europa,1,B/192/S,55 Cancri e,59.0,0,Mahamak Prefule,1,0.0
4550,4841_02,Europa,0,B/192/S,TRAPPIST-1e,21.0,0,Plas Prefule,0,3606.0
4551,4841_03,Europa,0,B/192/S,TRAPPIST-1e,25.0,0,Cellus Prefule,0,16843.0
4552,4842_01,Mars,0,D/152/S,TRAPPIST-1e,23.0,0,Panzel Meate,0,2578.0
4553,4845_01,Europa,1,E/302/P,55 Cancri e,36.0,0,Furudra Whealeed,1,0.0
4554,4846_01,Earth,0,E/314/S,TRAPPIST-1e,38.0,0,Sonnie Canields,0,788.0
4555,4846_02,Earth,1,G/791/S,TRAPPIST-1e,0.0,0,Isa Canields,1,
4556,4847_01,Earth,0,F/917/S,TRAPPIST-1e,19.0,0,Blancy Domington,1,803.0
4557,4848_01,Earth,0,F/986/P,TRAPPIST-1e,30.0,0,Nathy Griffince,1,801.0
4558,4850_01,Earth,0,G/792/S,TRAPPIST-1e,23.0,0,Tyrony Shieldson,1,887.0
4559,4850_02,Earth,0,G/792/S,TRAPPIST-1e,55.0,0,Billya Shieldson,1,446.0
4560,4851_01,Earth,0,F/918/S,PSO J318.5-22,44.0,,Guadae Gamberson,1,636.0
4561,4853_01,Europa,0,C/153/P,TRAPPIST-1e,30.0,0,Gimpus Inkcablel,0,4922.0
4562,4856_01,Earth,0,F/920/S,TRAPPIST-1e,39.0,0,Geneen Sullones,1,777.0
4563,4857_01,Earth,0,G/782/P,55 Cancri e,19.0,0,Elanda Bushins,0,
4564,4862_01,Earth,0,G/783/P,TRAPPIST-1e,24.0,0,Jone Cruzaley,0,888.0
4565,4863_01,Europa,,T/2/S,TRAPPIST-1e,37.0,0,Phacton Unsible,0,
4566,4864_01,Earth,0,G/784/P,55 Cancri e,24.0,0,,0,755.0
4567,4866_01,Earth,0,F/922/S,TRAPPIST-1e,17.0,0,Lewise Hoodgers,1,2019.0
4568,4868_01,Earth,0,E/304/P,TRAPPIST-1e,17.0,0,Rona Rocholton,1,788.0
4569,4870_01,Earth,0,G/785/P,55 Cancri e,14.0,0,Ambert Weaves,0,
4570,4871_01,Earth,0,F/990/P,PSO J318.5-22,13.0,0,Anniey Mccarry,0,611.0
4571,4873_01,Europa,0,C/191/S,55 Cancri e,35.0,0,Misa Excialing,1,5015.0
4572,4874_01,Mars,0,F/925/S,TRAPPIST-1e,32.0,0,Gech Cusa,1,1309.0
4573,4874_02,Mars,1,F/925/S,TRAPPIST-1e,18.0,0,Cruses Cusa,1,0.0
4574,4875_01,Earth,0,F/926/S,TRAPPIST-1e,21.0,0,Willey Morrows,1,647.0
4575,4876_01,Mars,0,F/927/S,TRAPPIST-1e,25.0,0,Teda Ane,0,1227.0
4576,4878_01,Mars,0,F/929/S,TRAPPIST-1e,36.0,0,Cine Gene,0,1910.0
4577,4879_01,Earth,0,G/786/P,TRAPPIST-1e,20.0,0,Emilla Hebernandry,0,888.0
4578,4880_01,Earth,0,G/787/P,55 Cancri e,22.0,0,Yvonna Alberts,0,1434.0
4579,4881_01,Mars,1,E/315/S,TRAPPIST-1e,27.0,0,Clech Snoaf,1,0.0
4580,4882_01,Europa,0,B/193/S,TRAPPIST-1e,,0,Tabdhib Switmorary,0,3897.0
4581,4883_01,,1,G/788/P,TRAPPIST-1e,38.0,0,Darley Carrishley,1,0.0
4582,4884_01,Mars,1,E/316/S,TRAPPIST-1e,23.0,0,Tors Buncy,0,0.0
4583,4885_01,Mars,0,F/930/S,TRAPPIST-1e,21.0,0,Jagles Bre,1,1289.0
4584,4886_01,Earth,0,F/931/S,TRAPPIST-1e,18.0,0,Carita Simonsents,0,
4585,4887_01,Earth,0,F/991/P,TRAPPIST-1e,20.0,0,Debora Thomason,1,1527.0
4586,4888_01,Europa,1,C/192/S,TRAPPIST-1e,28.0,0,Mark Tairbatic,1,0.0
4587,4889_01,Earth,0,G/794/S,PSO J318.5-22,57.0,0,Thewis Mullericer,0,767.0
4588,4890_01,Earth,0,G/795/S,55 Cancri e,10.0,0,Rone Browlerson,1,0.0
4589,4890_02,Earth,0,F/932/S,TRAPPIST-1e,23.0,0,Cline Browlerson,1,
4590,4891_01,Europa,1,B/194/S,TRAPPIST-1e,22.0,0,Cella Ambleetive,1,0.0
4591,4891_02,Europa,1,B/194/S,55 Cancri e,24.0,0,Weion Heeroling,1,0.0
4592,4892_01,Earth,0,G/796/S,TRAPPIST-1e,52.0,0,Branda Colomonson,0,
4593,4893_01,Earth,1,G/797/S,55 Cancri e,31.0,0,Joya Singlents,1,0.0
4594,4895_01,Earth,1,G/789/P,55 Cancri e,15.0,0,Eriana Mcleaney,1,0.0
4595,4896_01,Earth,0,F/992/P,TRAPPIST-1e,40.0,0,Vana Jimes,0,
4596,4897_01,Earth,0,F/993/P,TRAPPIST-1e,18.0,0,Trice Weavesend,0,2152.0
4597,4898_01,Earth,0,F/933/S,TRAPPIST-1e,28.0,0,Lorian Bertsontry,1,891.0
4598,4899_01,Earth,1,G/799/S,TRAPPIST-1e,40.0,0,Elicia Leonzaley,1,0.0
4599,4899_02,Earth,0,G/799/S,PSO J318.5-22,32.0,0,Adamie Leonzaley,1,706.0
4600,4900_01,Earth,0,F/994/P,PSO J318.5-22,35.0,0,Idace Gaington,0,684.0
4601,4901_01,Earth,0,G/790/P,TRAPPIST-1e,52.0,0,Nichad Baldson,0,848.0
4602,4901_02,Earth,0,E/305/P,TRAPPIST-1e,34.0,0,Benny Baldson,0,996.0
4603,4902_01,Earth,1,G/791/P,TRAPPIST-1e,46.0,0,Dennie Whiters,0,0.0
4604,4903_01,Earth,0,F/995/P,55 Cancri e,23.0,0,Arla Moodman,0,2266.0
4605,4904_01,Earth,0,E/317/S,TRAPPIST-1e,44.0,0,Tamin Willynnedy,0,790.0
4606,4909_01,Earth,0,F/997/P,55 Cancri e,59.0,0,Evane Franey,0,600.0
4607,4910_01,Europa,0,E/306/P,TRAPPIST-1e,42.0,0,Tetraix Dratembid,0,4732.0
4608,4911_01,Earth,0,F/998/P,TRAPPIST-1e,18.0,0,Adriet Hughriend,0,702.0
4609,4912_01,Mars,0,D/160/P,TRAPPIST-1e,29.0,0,Basps Bane,0,3370.0
4610,4912_02,Mars,1,F/999/P,TRAPPIST-1e,15.0,0,Bats Bane,1,0.0
4611,4913_01,Mars,0,F/1000/P,TRAPPIST-1e,19.0,0,Cine Terry,1,1333.0
4612,4915_01,Earth,1,G/793/P,PSO J318.5-22,49.0,0,Mon Lamberguson,0,0.0
4613,4916_01,Mars,1,F/1001/P,TRAPPIST-1e,19.0,0,Unch Mity,1,0.0
4614,4917_01,Europa,0,B/195/S,55 Cancri e,36.0,1,Brab Neceriont,1,11737.0
4615,4918_01,Earth,1,G/794/P,55 Cancri e,59.0,0,Andyn Ryanga,1,0.0
4616,4920_01,Earth,1,G/802/S,55 Cancri e,24.0,0,Chary Booneid,1,0.0
4617,4923_01,Mars,1,F/935/S,TRAPPIST-1e,4.0,0,Graw Sturt,1,0.0
4618,4923_02,Mars,1,F/935/S,TRAPPIST-1e,20.0,0,Yalmon Sturt,1,0.0
4619,4923_03,Mars,0,F/935/S,TRAPPIST-1e,24.0,0,Nilly Sturt,1,1041.0
4620,4924_01,Mars,0,F/1002/P,55 Cancri e,31.0,0,Scers Shake,0,1472.0
4621,4925_01,Mars,0,F/936/S,TRAPPIST-1e,23.0,0,Dynx Sfin,1,5915.0
4622,4927_01,Mars,0,F/937/S,TRAPPIST-1e,3.0,0,Les Brele,1,0.0
4623,4927_02,Mars,1,F/937/S,TRAPPIST-1e,22.0,0,Naish Brele,1,0.0
4624,4927_03,Mars,0,F/937/S,TRAPPIST-1e,20.0,0,Naffsh Brele,1,0.0
4625,4927_04,Mars,0,F/937/S,TRAPPIST-1e,0.0,0,Toat Brele,1,0.0
4626,4929_01,Mars,1,F/1004/P,55 Cancri e,13.0,0,Guink Reake,1,0.0
4627,4930_01,Europa,1,B/161/P,,47.0,0,Alar Alenter,1,0.0
4628,4930_02,Europa,0,B/161/P,TRAPPIST-1e,51.0,0,Achium Alenter,1,3677.0
4629,4932_01,Mars,,D/161/P,TRAPPIST-1e,22.0,0,Yots Fisty,1,867.0
4630,4932_02,Mars,1,F/1005/P,55 Cancri e,3.0,0,Cird Fisty,1,0.0
4631,4933_01,Mars,0,F/938/S,TRAPPIST-1e,4.0,0,Puffal Gin,1,0.0
4632,4933_02,,0,F/938/S,TRAPPIST-1e,16.0,0,Mites Sacre,0,2093.0
4633,4933_03,Mars,0,F/938/S,TRAPPIST-1e,24.0,0,Trion Chité,0,2204.0
4634,4933_04,Mars,1,F/938/S,TRAPPIST-1e,1.0,0,Clakey Gin,1,0.0
4635,4934_01,Earth,0,F/1006/P,TRAPPIST-1e,31.0,0,Raulia Hammonton,0,1456.0
4636,4937_01,Earth,0,G/803/S,TRAPPIST-1e,34.0,0,Besse Simonddler,0,1708.0
4637,4938_01,Earth,0,G/804/S,55 Cancri e,20.0,0,Lynnee Traverdy,1,847.0
4638,4939_01,Earth,0,F/1007/P,TRAPPIST-1e,19.0,0,Lonnis Bryangton,1,2077.0
4639,4940_01,Earth,1,G/805/S,,19.0,0,Dony Vantonson,1,0.0
4640,4941_01,Mars,0,F/1008/P,TRAPPIST-1e,35.0,0,Waffes Buche,0,1820.0
4641,4942_01,Earth,1,G/806/S,TRAPPIST-1e,3.0,,Lis Reenon,1,0.0
4642,4942_02,Earth,1,G/806/S,TRAPPIST-1e,36.0,0,Coreee Reenon,1,0.0
4643,4943_01,Mars,1,F/1009/P,TRAPPIST-1e,20.0,,Packs Curie,1,0.0
4644,4944_01,Europa,0,A/60/S,55 Cancri e,,0,Hadirah Ainserfle,1,2444.0
4645,4944_02,Europa,0,A/60/S,55 Cancri e,58.0,0,Sular Ainserfle,0,6378.0
4646,4944_03,Europa,0,A/60/S,TRAPPIST-1e,56.0,0,Luxonon Ainserfle,0,3776.0
4647,4945_01,Earth,1,G/798/P,PSO J318.5-22,27.0,0,Eline Bartins,1,0.0
4648,4946_01,Earth,1,G/799/P,TRAPPIST-1e,25.0,0,Helley Kiddley,0,0.0
4649,4950_01,Earth,1,G/800/P,PSO J318.5-22,39.0,0,Eulahy Wheelez,0,0.0
4650,4951_01,Mars,0,F/1010/P,TRAPPIST-1e,43.0,0,Peefox Ruica,1,1346.0
4651,4952_01,Mars,1,F/939/S,TRAPPIST-1e,42.0,0,Neysma Rekle,1,0.0
4652,4954_01,Earth,0,G/808/S,TRAPPIST-1e,24.0,0,Joanny Roses,1,
4653,4956_01,Earth,1,G/809/S,TRAPPIST-1e,19.0,0,Walla Mcphernard,1,0.0
4654,4958_01,Earth,0,G/810/S,TRAPPIST-1e,32.0,0,Ivanna Flemaney,0,709.0
4655,4961_01,Mars,0,F/942/S,TRAPPIST-1e,32.0,0,Ane Read,1,
4656,4963_01,Earth,1,G/811/S,TRAPPIST-1e,61.0,0,Carold Woodwardy,1,0.0
4657,4964_01,Mars,0,D/154/S,TRAPPIST-1e,64.0,0,Hone Barne,0,2397.0
4658,4965_01,Earth,,E/308/P,TRAPPIST-1e,21.0,0,Calvia Corman,0,1670.0
4659,4970_01,Earth,0,F/943/S,PSO J318.5-22,26.0,0,Andary Wilderssen,0,1385.0
4660,4972_01,Europa,0,B/162/P,55 Cancri e,35.0,0,Beneba Blentrary,1,4635.0
4661,4973_01,Earth,0,E/309/P,TRAPPIST-1e,43.0,0,Paulie Stephendsey,0,997.0
4662,4973_02,Earth,1,G/803/P,55 Cancri e,3.0,0,Brence Stephendsey,1,0.0
4663,4974_01,Europa,0,A/44/P,TRAPPIST-1e,56.0,0,Thabih Vendeck,0,10554.0
4664,4974_02,Europa,1,,55 Cancri e,45.0,0,Lesat Vendeck,1,
4665,4975_01,Earth,1,G/813/S,PSO J318.5-22,25.0,0,Olgary Wartyson,1,0.0
4666,4975_02,Earth,0,G/813/S,TRAPPIST-1e,12.0,0,Gerly Wartyson,1,0.0
4667,4975_03,Earth,1,G/813/S,PSO J318.5-22,2.0,0,Celis Wartyson,1,0.0
4668,4977_01,Earth,0,F/945/S,TRAPPIST-1e,46.0,0,Kylen Merce,1,870.0
4669,4977_02,Earth,0,F/945/S,TRAPPIST-1e,32.0,0,Nicey Merce,0,2993.0
4670,4978_01,Earth,0,F/1015/P,TRAPPIST-1e,20.0,0,Floyde Hortis,0,
4671,4979_01,Earth,1,G/804/P,PSO J318.5-22,24.0,0,Arllia Mckinn,0,0.0
4672,4980_01,Earth,0,G/805/P,TRAPPIST-1e,28.0,0,Lelah Potterry,0,882.0
4673,4980_02,Earth,0,G/805/P,,12.0,0,Sanney Potterry,0,0.0
4674,4980_03,Earth,0,G/805/P,TRAPPIST-1e,11.0,0,,0,0.0
4675,4981_01,Earth,,F/946/S,TRAPPIST-1e,16.0,0,Davis Brenney,1,776.0
4676,4981_02,Earth,,G/814/S,PSO J318.5-22,29.0,0,Millia Connon,1,0.0
4677,4981_03,Earth,0,G/814/S,TRAPPIST-1e,24.0,0,Brank Brenney,0,709.0
4678,4983_01,Earth,0,F/1016/P,TRAPPIST-1e,22.0,0,Mabley Mcbriguez,1,
4679,4987_01,Earth,0,G/816/S,TRAPPIST-1e,21.0,0,Fayene Popelacruz,1,786.0
4680,4989_01,Earth,0,E/310/P,TRAPPIST-1e,38.0,0,Inette Johnshines,0,787.0
4681,4990_01,Europa,1,B/164/P,TRAPPIST-1e,35.0,0,Nasliak Listive,0,0.0
4682,4991_01,Earth,0,G/806/P,TRAPPIST-1e,79.0,0,Rickie Pentss,0,
4683,4992_01,Earth,0,F/1018/P,PSO J318.5-22,22.0,0,Dandra Sextones,0,546.0
4684,4995_01,Earth,0,G/807/P,55 Cancri e,42.0,0,Timmy Cardners,1,924.0
4685,4996_01,Mars,1,F/949/S,,34.0,0,Scera Mitte,1,0.0
4686,4997_01,Europa,1,C/156/P,TRAPPIST-1e,52.0,0,Diphah Disgul,1,0.0
4687,4998_01,Earth,1,G/818/S,TRAPPIST-1e,43.0,0,Lison Willy,1,0.0
4688,4999_01,Earth,0,F/950/S,TRAPPIST-1e,30.0,0,Chelly Mckins,0,1914.0
4689,5000_01,Earth,1,G/808/P,TRAPPIST-1e,35.0,0,Courta Barrison,1,0.0
4690,5003_01,Earth,1,G/809/P,TRAPPIST-1e,18.0,0,Dessie Bulliamoses,0,0.0
4691,5004_01,Europa,1,B/165/P,TRAPPIST-1e,27.0,0,Mediah Gloyanthy,1,0.0
4692,5005_01,Earth,0,F/1019/P,TRAPPIST-1e,46.0,0,Rayley Daughtson,0,901.0
4693,5006_01,Europa,1,B/166/P,TRAPPIST-1e,15.0,0,Kochard Stingive,1,0.0
4694,5006_02,Europa,1,B/166/P,55 Cancri e,44.0,0,Alyat Stingive,1,0.0
4695,5006_03,Europa,0,B/166/P,TRAPPIST-1e,20.0,0,Alark Stingive,0,3507.0
4696,5007_01,Mars,0,F/951/S,TRAPPIST-1e,35.0,0,Gramus Watie,0,1443.0
4697,5008_01,Mars,1,F/952/S,TRAPPIST-1e,19.0,0,Apies Prity,1,0.0
4698,5009_01,Mars,1,F/1020/P,TRAPPIST-1e,47.0,0,,1,0.0
4699,5010_01,Mars,0,F/1021/P,TRAPPIST-1e,26.0,1,Poloos Sincy,0,1749.0
4700,5012_01,Earth,1,G/811/P,55 Cancri e,24.0,0,Benny Joynewtonks,1,0.0
4701,5013_01,Earth,0,F/953/S,TRAPPIST-1e,23.0,0,Kaye Wagnerray,1,2102.0
4702,5014_01,,0,D/162/P,TRAPPIST-1e,26.0,0,Quan Porté,0,2788.0
4703,5014_02,Mars,1,F/1022/P,TRAPPIST-1e,5.0,0,Moste Porté,1,0.0
4704,5015_01,Europa,0,C/194/S,55 Cancri e,35.0,0,Geno Lowerrudy,0,7503.0
4705,5016_01,Mars,0,F/1023/P,TRAPPIST-1e,18.0,0,Honda Bert,0,1432.0
4706,5017_01,Mars,1,F/954/S,TRAPPIST-1e,32.0,0,Raptax Giba,1,0.0
4707,5018_01,Earth,1,G/812/P,TRAPPIST-1e,13.0,0,Shanie Pooles,1,0.0
4708,5019_01,Earth,0,F/955/S,TRAPPIST-1e,15.0,0,Olly Hebernandry,0,697.0
4709,5020_01,Earth,0,F/956/S,PSO J318.5-22,18.0,0,Annon Anthompson,1,671.0
4710,5021_01,Europa,0,B/167/P,TRAPPIST-1e,41.0,0,Celavar Fulacid,1,5087.0
4711,5023_01,Earth,0,G/813/P,55 Cancri e,36.0,0,Briney Griffy,0,486.0
4712,5025_01,Earth,0,F/1024/P,TRAPPIST-1e,33.0,0,Ronard Arner,0,1101.0
4713,5027_01,Earth,0,E/321/S,55 Cancri e,41.0,0,Noria Kiddley,0,792.0
4714,5028_01,Europa,0,A/61/S,55 Cancri e,47.0,0,Enifak Plattering,0,6422.0
4715,5032_01,Europa,1,E/322/S,TRAPPIST-1e,32.0,0,Kochard Dicely,1,0.0
4716,5034_01,Earth,0,G/824/S,TRAPPIST-1e,36.0,0,Briany Sellahaney,0,4220.0
4717,5035_01,Earth,1,G/825/S,TRAPPIST-1e,13.0,0,Sethew Coolerson,1,0.0
4718,5036_01,Earth,1,G/814/P,PSO J318.5-22,34.0,0,Robyny Walterson,0,0.0
4719,5036_02,Earth,0,G/814/P,TRAPPIST-1e,24.0,0,Eleah Walterson,0,908.0
4720,5039_01,Mars,0,F/958/S,TRAPPIST-1e,16.0,0,Jayrin Bate,0,
4721,5039_02,Mars,1,F/958/S,TRAPPIST-1e,12.0,0,Hule Bate,1,0.0
4722,5039_03,Mars,0,F/958/S,TRAPPIST-1e,24.0,0,Rionk Bate,1,1288.0
4723,5039_04,Mars,0,F/958/S,TRAPPIST-1e,35.0,0,Cakes Bate,0,1309.0
4724,5040_01,Europa,0,C/195/S,TRAPPIST-1e,26.0,0,Enibik Dynigic,0,19036.0
4725,5040_02,Europa,0,C/195/S,55 Cancri e,39.0,0,Alsha Dynigic,0,6526.0
4726,5042_01,Earth,0,F/1026/P,TRAPPIST-1e,18.0,0,Lorice Estiagosen,1,736.0
4727,5044_01,Earth,0,G/826/S,TRAPPIST-1e,23.0,0,Sanya Palmes,0,784.0
4728,5044_02,Earth,1,G/826/S,PSO J318.5-22,29.0,0,,1,0.0
4729,5048_01,Earth,0,,TRAPPIST-1e,38.0,0,Lerion Moodson,1,0.0
4730,5050_01,Earth,0,F/1028/P,TRAPPIST-1e,31.0,0,Loree Wolfernan,0,868.0
4731,5051_01,Mars,0,E/324/S,TRAPPIST-1e,49.0,0,Tous Flité,0,1299.0
4732,5052_01,Mars,1,F/961/S,TRAPPIST-1e,17.0,0,Crick Khart,1,0.0
4733,5052_02,Mars,0,F/961/S,55 Cancri e,23.0,0,,1,2594.0
4734,5057_01,Earth,1,G/816/P,55 Cancri e,15.0,0,Idave Simmonders,1,0.0
4735,5058_01,Mars,1,F/963/S,TRAPPIST-1e,11.0,0,Goos Apie,1,
4736,5058_02,Mars,0,F/963/S,PSO J318.5-22,30.0,1,Gork Apie,0,1482.0
4737,5058_03,Mars,1,F/963/S,TRAPPIST-1e,42.0,0,Leos Apie,1,0.0
4738,5059_01,Earth,0,F/1030/P,55 Cancri e,21.0,0,Nancis Ryanga,0,639.0
4739,5060_01,Europa,1,C/157/P,55 Cancri e,41.0,0,Algork Honatte,1,0.0
4740,5060_02,Europa,1,C/157/P,TRAPPIST-1e,14.0,0,Instan Honatte,1,0.0
4741,5060_03,Europa,0,C/157/P,55 Cancri e,27.0,0,Segino Honatte,0,2258.0
